index,0,1,2,3,4,5,6,7
334,0.025,0.016,0.042,0.046,0.116,0.045,0.013,0.033
335,0.025,0.016,0.043,0.046,0.116,0.045,0.013,0.033
336,0.025,0.016,0.043,0.046,0.116,0.045,0.013,0.034
337,0.025,0.016,0.043,0.046,0.117,0.045,0.013,0.034
338,0.025,0.016,0.043,0.046,0.118,0.045,0.013,0.034
339,0.025,0.016,0.043,0.046,0.119,0.045,0.013,0.034
340,0.025,0.016,0.043,0.046,0.12,0.045,0.013,0.034
341,0.025,0.016,0.043,0.046,0.121,0.045,0.013,0.034
342,0.025,0.016,0.043,0.046,0.122,0.045,0.013,0.034
343,0.025,0.016,0.043,0.046,0.123,0.045,0.013,0.034
344,0.025,0.016,0.043,0.047,0.123,0.045,0.013,0.034
345,0.026,0.016,0.043,0.047,0.123,0.045,0.013,0.034
346,0.026,0.017,0.043,0.047,0.123,0.045,0.013,0.034
347,0.026,0.017,0.043,0.047,0.124,0.045,0.013,0.034
348,0.026,0.017,0.043,0.047,0.125,0.045,0.013,0.034
349,0.026,0.017,0.043,0.047,0.126,0.045,0.013,0.034
350,0.026,0.017,0.043,0.048,0.126,0.045,0.013,0.034
351,0.026,0.017,0.043,0.048,0.126,0.046,0.013,0.034
352,0.026,0.017,0.044,0.048,0.126,0.046,0.013,0.034
353,0.026,0.017,0.044,0.048,0.126,0.046,0.013,0.035
354,0.026,0.017,0.044,0.048,0.127,0.046,0.013,0.035
355,0.026,0.017,0.044,0.048,0.128,0.046,0.013,0.035
356,0.026,0.017,0.044,0.049,0.128,0.046,0.013,0.035
357,0.027,0.017,0.044,0.049,0.128,0.046,0.013,0.035
358,0.027,0.017,0.044,0.049,0.128,0.047,0.013,0.035
359,0.027,0.017,0.045,0.049,0.128,0.047,0.013,0.035
360,0.027,0.017,0.045,0.049,0.128,0.047,0.013,0.036
361,0.027,0.017,0.045,0.049,0.129,0.047,0.013,0.036
362,0.027,0.017,0.045,0.049,0.13,0.047,0.013,0.036
363,0.027,0.017,0.045,0.05,0.13,0.047,0.013,0.036
364,0.027,0.017,0.045,0.05,0.13,0.048,0.013,0.036
365,0.027,0.017,0.046,0.05,0.13,0.048,0.013,0.036
366,0.027,0.017,0.046,0.05,0.13,0.048,0.013,0.037
367,0.027,0.017,0.046,0.05,0.131,0.048,0.013,0.037
368,0.027,0.017,0.046,0.05,0.132,0.048,0.013,0.037
369,0.027,0.017,0.046,0.05,0.133,0.048,0.013,0.037
370,0.027,0.017,0.046,0.051,0.133,0.048,0.013,0.037
371,0.027,0.017,0.046,0.051,0.133,0.049,0.013,0.037
372,0.027,0.017,0.047,0.051,0.133,0.049,0.013,0.037
373,0.027,0.017,0.047,0.051,0.134,0.049,0.013,0.037
374,0.027,0.017,0.047,0.052,0.134,0.049,0.013,0.037
375,0.027,0.017,0.047,0.052,0.134,0.05,0.013,0.037
376,0.027,0.017,0.048,0.052,0.134,0.05,0.013,0.037
377,0.027,0.017,0.048,0.052,0.134,0.05,0.013,0.038
378,0.027,0.018,0.048,0.052,0.134,0.05,0.013,0.038
379,0.027,0.018,0.048,0.052,0.135,0.05,0.013,0.038
380,0.027,0.018,0.048,0.053,0.135,0.05,0.013,0.038
381,0.027,0.018,0.048,0.053,0.135,0.051,0.013,0.038
382,0.027,0.018,0.049,0.053,0.135,0.051,0.013,0.038
383,0.027,0.018,0.049,0.053,0.135,0.051,0.013,0.039
384,0.027,0.018,0.049,0.053,0.136,0.051,0.013,0.039
385,0.027,0.018,0.049,0.053,0.137,0.051,0.013,0.039
386,0.027,0.018,0.049,0.053,0.138,0.051,0.013,0.039
387,0.027,0.018,0.049,0.053,0.139,0.051,0.013,0.039
388,0.027,0.018,0.049,0.054,0.139,0.051,0.013,0.039
389,0.028,0.018,0.049,0.054,0.139,0.051,0.013,0.039
390,0.028,0.018,0.049,0.054,0.139,0.052,0.013,0.039
391,0.028,0.018,0.05,0.054,0.139,0.052,0.013,0.039
392,0.028,0.018,0.05,0.054,0.14,0.052,0.013,0.039
393,0.028,0.018,0.05,0.055,0.14,0.052,0.013,0.039
394,0.028,0.018,0.05,0.055,0.14,0.053,0.013,0.039
395,0.028,0.018,0.051,0.055,0.14,0.053,0.013,0.039
396,0.028,0.018,0.051,0.055,0.14,0.053,0.013,0.04
397,0.028,0.018,0.051,0.055,0.141,0.053,0.013,0.04
398,0.028,0.018,0.051,0.055,0.142,0.053,0.013,0.04
399,0.028,0.018,0.051,0.055,0.143,0.053,0.013,0.04
400,0.028,0.018,0.051,0.056,0.143,0.053,0.013,0.04
401,0.028,0.018,0.051,0.056,0.143,0.053,0.014,0.04
402,0.029,0.018,0.051,0.056,0.143,0.053,0.014,0.04
403,0.029,0.018,0.051,0.056,0.143,0.054,0.014,0.04
404,0.029,0.018,0.052,0.056,0.143,0.054,0.014,0.04
405,0.029,0.018,0.052,0.056,0.144,0.054,0.014,0.04
406,0.029,0.018,0.052,0.056,0.145,0.054,0.014,0.04
407,0.029,0.018,0.052,0.057,0.145,0.054,0.014,0.04
408,0.029,0.018,0.052,0.057,0.145,0.054,0.015,0.04
409,0.029,0.018,0.052,0.057,0.145,0.055,0.015,0.04
410,0.029,0.018,0.053,0.057,0.145,0.055,0.015,0.04
411,0.029,0.018,0.053,0.057,0.145,0.055,0.015,0.041
412,0.029,0.018,0.053,0.057,0.146,0.055,0.015,0.041
413,0.029,0.018,0.053,0.058,0.146,0.055,0.015,0.041
414,0.029,0.018,0.053,0.058,0.146,0.055,0.016,0.041
415,0.03,0.018,0.053,0.058,0.146,0.055,0.016,0.041
416,0.03,0.018,0.053,0.058,0.146,0.056,0.016,0.041
417,0.03,0.018,0.054,0.058,0.146,0.056,0.016,0.041
418,0.03,0.018,0.054,0.058,0.147,0.056,0.016,0.041
419,0.03,0.018,0.054,0.058,0.148,0.056,0.016,0.041
420,0.03,0.018,0.054,0.058,0.149,0.056,0.016,0.041
421,0.03,0.018,0.054,0.058,0.15,0.056,0.016,0.041
422,0.03,0.018,0.054,0.058,0.151,0.056,0.016,0.041
423,0.03,0.018,0.054,0.059,0.151,0.056,0.016,0.041
424,0.03,0.018,0.054,0.059,0.151,0.056,0.017,0.041
425,0.031,0.018,0.054,0.059,0.151,0.056,0.017,0.041
426,0.031,0.018,0.054,0.059,0.151,0.057,0.017,0.041
427,0.031,0.018,0.055,0.059,0.151,0.057,0.017,0.041
428,0.031,0.018,0.055,0.059,0.152,0.057,0.017,0.041
429,0.031,0.018,0.055,0.059,0.153,0.057,0.017,0.041
430,0.031,0.018,0.055,0.059,0.154,0.057,0.017,0.041
431,0.031,0.018,0.055,0.059,0.155,0.057,0.017,0.041
432,0.031,0.018,0.055,0.06,0.155,0.057,0.017,0.041
433,0.031,0.018,0.055,0.06,0.155,0.058,0.017,0.041
434,0.031,0.018,0.056,0.06,0.155,0.058,0.017,0.041
435,0.031,0.018,0.056,0.06,0.155,0.058,0.017,0.042
436,0.031,0.018,0.056,0.06,0.155,0.058,0.017,0.043
437,0.031,0.018,0.056,0.06,0.156,0.058,0.017,0.043
438,0.031,0.018,0.056,0.06,0.157,0.058,0.017,0.043
439,0.031,0.018,0.056,0.061,0.157,0.058,0.017,0.043
440,0.031,0.018,0.056,0.061,0.157,0.059,0.017,0.043
441,0.032,0.018,0.056,0.061,0.157,0.059,0.017,0.043
442,0.032,0.019,0.056,0.061,0.157,0.059,0.017,0.043
443,0.032,0.019,0.056,0.061,0.158,0.059,0.017,0.043
444,0.032,0.019,0.056,0.061,0.159,0.059,0.017,0.043
445,0.032,0.019,0.056,0.061,0.16,0.059,0.017,0.043
446,0.032,0.019,0.056,0.061,0.161,0.059,0.017,0.043
447,0.032,0.019,0.056,0.061,0.162,0.059,0.017,0.043
448,0.032,0.019,0.056,0.062,0.162,0.059,0.017,0.043
449,0.032,0.019,0.056,0.062,0.162,0.06,0.017,0.043
450,0.032,0.019,0.057,0.062,0.162,0.06,0.017,0.043
451,0.032,0.019,0.057,0.062,0.163,0.06,0.017,0.043
452,0.032,0.019,0.057,0.063,0.163,0.06,0.017,0.043
453,0.032,0.019,0.057,0.063,0.163,0.061,0.017,0.043
454,0.032,0.019,0.058,0.063,0.163,0.061,0.017,0.043
455,0.032,0.019,0.058,0.063,0.163,0.061,0.017,0.044
456,0.032,0.019,0.058,0.063,0.163,0.061,0.017,0.045
457,0.032,0.019,0.058,0.063,0.164,0.061,0.017,0.045
458,0.032,0.019,0.058,0.063,0.165,0.061,0.017,0.045
459,0.032,0.019,0.058,0.063,0.166,0.061,0.017,0.045
460,0.032,0.019,0.058,0.063,0.167,0.061,0.017,0.045
461,0.032,0.019,0.058,0.063,0.168,0.061,0.017,0.045
462,0.032,0.019,0.058,0.064,0.168,0.061,0.017,0.045
463,0.033,0.019,0.058,0.064,0.168,0.061,0.017,0.045
464,0.033,0.02,0.058,0.064,0.168,0.061,0.017,0.045
465,0.033,0.02,0.058,0.064,0.169,0.061,0.017,0.045
466,0.033,0.02,0.058,0.064,0.17,0.061,0.017,0.045
467,0.033,0.02,0.058,0.065,0.17,0.061,0.017,0.045
468,0.034,0.02,0.058,0.065,0.17,0.061,0.017,0.045
469,0.034,0.02,0.058,0.065,0.17,0.062,0.017,0.045
470,0.034,0.02,0.059,0.065,0.17,0.062,0.017,0.045
471,0.034,0.02,0.059,0.065,0.171,0.062,0.017,0.045
472,0.034,0.02,0.059,0.066,0.171,0.062,0.017,0.045
473,0.034,0.02,0.059,0.066,0.171,0.063,0.017,0.045
474,0.035,0.02,0.059,0.066,0.171,0.063,0.017,0.045
475,0.035,0.02,0.059,0.066,0.171,0.064,0.017,0.045
476,0.035,0.02,0.06,0.066,0.171,0.064,0.017,0.045
477,0.035,0.02,0.06,0.066,0.171,0.064,0.017,0.046
478,0.035,0.021,0.06,0.066,0.171,0.064,0.017,0.046
479,0.035,0.021,0.06,0.066,0.171,0.064,0.017,0.047
480,0.035,0.022,0.06,0.066,0.171,0.064,0.017,0.047
481,0.035,0.022,0.06,0.066,0.172,0.064,0.017,0.047
482,0.035,0.022,0.06,0.066,0.173,0.064,0.017,0.047
483,0.035,0.022,0.06,0.066,0.174,0.064,0.017,0.047
484,0.035,0.022,0.06,0.066,0.175,0.064,0.017,0.047
485,0.035,0.022,0.06,0.066,0.176,0.064,0.017,0.047
486,0.035,0.022,0.06,0.066,0.177,0.064,0.017,0.047
487,0.035,0.022,0.06,0.066,0.178,0.064,0.017,0.047
488,0.035,0.022,0.06,0.066,0.179,0.064,0.017,0.047
489,0.035,0.022,0.06,0.067,0.179,0.064,0.017,0.047
490,0.035,0.022,0.06,0.067,0.179,0.065,0.017,0.047
491,0.035,0.022,0.061,0.067,0.179,0.065,0.017,0.047
492,0.035,0.022,0.061,0.067,0.18,0.065,0.017,0.047
493,0.035,0.022,0.061,0.068,0.18,0.065,0.017,0.047
494,0.036,0.022,0.061,0.068,0.18,0.065,0.017,0.047
495,0.036,0.022,0.061,0.068,0.18,0.066,0.017,0.047
496,0.036,0.022,0.062,0.068,0.18,0.066,0.017,0.047
497,0.036,0.022,0.062,0.068,0.181,0.066,0.017,0.047
498,0.036,0.022,0.062,0.068,0.182,0.066,0.017,0.047
499,0.036,0.022,0.062,0.068,0.183,0.066,0.017,0.047
500,0.036,0.022,0.062,0.068,0.184,0.066,0.017,0.047
501,0.036,0.022,0.062,0.068,0.185,0.066,0.017,0.047
502,0.036,0.022,0.062,0.068,0.186,0.066,0.017,0.047
503,0.036,0.022,0.062,0.068,0.187,0.066,0.017,0.047
504,0.036,0.022,0.062,0.069,0.187,0.066,0.017,0.047
505,0.036,0.022,0.062,0.069,0.187,0.066,0.018,0.047
506,0.037,0.022,0.062,0.069,0.187,0.066,0.018,0.047
507,0.037,0.022,0.062,0.069,0.187,0.067,0.018,0.047
508,0.037,0.022,0.063,0.069,0.187,0.067,0.018,0.047
509,0.037,0.022,0.063,0.069,0.188,0.067,0.018,0.047
510,0.037,0.022,0.063,0.069,0.189,0.067,0.018,0.047
511,0.037,0.022,0.063,0.069,0.19,0.067,0.018,0.047
512,0.037,0.022,0.063,0.07,0.19,0.067,0.018,0.047
513,0.037,0.022,0.063,0.07,0.19,0.068,0.018,0.047
514,0.037,0.022,0.064,0.07,0.19,0.068,0.018,0.047
515,0.037,0.022,0.064,0.07,0.191,0.068,0.018,0.047
516,0.037,0.022,0.064,0.07,0.192,0.068,0.018,0.047
517,0.037,0.022,0.064,0.07,0.193,0.068,0.018,0.047
518,0.037,0.022,0.064,0.07,0.194,0.068,0.018,0.047
519,0.037,0.022,0.064,0.07,0.195,0.068,0.018,0.047
520,0.037,0.022,0.064,0.07,0.196,0.068,0.018,0.047
521,0.037,0.022,0.064,0.071,0.196,0.068,0.018,0.047
522,0.037,0.022,0.064,0.071,0.196,0.068,0.019,0.047
523,0.038,0.022,0.064,0.071,0.196,0.068,0.019,0.047
524,0.038,0.022,0.064,0.071,0.196,0.069,0.019,0.047
525,0.038,0.022,0.065,0.071,0.196,0.069,0.019,0.047
526,0.038,0.022,0.065,0.071,0.197,0.069,0.019,0.047
527,0.038,0.022,0.065,0.072,0.197,0.069,0.019,0.047
528,0.038,0.022,0.065,0.072,0.197,0.07,0.019,0.047
529,0.038,0.022,0.066,0.072,0.197,0.07,0.019,0.047
530,0.038,0.022,0.066,0.072,0.198,0.07,0.019,0.047
531,0.038,0.022,0.066,0.072,0.199,0.07,0.019,0.047
532,0.038,0.022,0.066,0.073,0.199,0.07,0.019,0.047
533,0.039,0.022,0.066,0.073,0.199,0.07,0.019,0.047
534,0.039,0.022,0.066,0.073,0.199,0.071,0.019,0.047
535,0.039,0.022,0.067,0.073,0.199,0.071,0.019,0.047
536,0.039,0.022,0.067,0.073,0.2,0.071,0.019,0.047
537,0.039,0.022,0.067,0.074,0.2,0.071,0.019,0.047
538,0.039,0.022,0.067,0.074,0.2,0.072,0.019,0.047
539,0.039,0.022,0.068,0.074,0.2,0.072,0.019,0.047
540,0.039,0.022,0.068,0.074,0.201,0.072,0.019,0.047
541,0.039,0.022,0.068,0.075,0.201,0.072,0.019,0.047
542,0.039,0.022,0.068,0.075,0.201,0.073,0.019,0.047
543,0.039,0.022,0.069,0.075,0.201,0.073,0.019,0.047
544,0.039,0.022,0.069,0.075,0.201,0.073,0.019,0.048
545,0.039,0.022,0.069,0.075,0.202,0.073,0.019,0.048
546,0.039,0.022,0.069,0.076,0.202,0.073,0.019,0.048
547,0.04,0.022,0.069,0.076,0.202,0.073,0.019,0.048
548,0.04,0.023,0.069,0.076,0.202,0.073,0.019,0.048
549,0.04,0.023,0.069,0.076,0.203,0.073,0.019,0.048
550,0.04,0.023,0.069,0.076,0.204,0.073,0.019,0.048
551,0.04,0.023,0.069,0.077,0.204,0.073,0.019,0.048
552,0.04,0.023,0.069,0.077,0.204,0.074,0.019,0.048
553,0.04,0.023,0.07,0.077,0.204,0.074,0.019,0.048
554,0.04,0.023,0.07,0.077,0.205,0.074,0.019,0.048
555,0.04,0.023,0.07,0.077,0.206,0.074,0.019,0.048
556,0.04,0.023,0.07,0.077,0.207,0.074,0.019,0.048
557,0.04,0.023,0.07,0.078,0.207,0.074,0.019,0.048
558,0.04,0.023,0.07,0.078,0.207,0.074,0.02,0.048
559,0.041,0.023,0.07,0.078,0.207,0.074,0.02,0.048
560,0.041,0.024,0.07,0.078,0.207,0.074,0.02,0.048
561,0.041,0.024,0.07,0.078,0.207,0.074,0.02,0.049
562,0.041,0.025,0.07,0.078,0.207,0.074,0.02,0.049
563,0.041,0.025,0.07,0.078,0.208,0.074,0.02,0.049
564,0.041,0.025,0.07,0.078,0.209,0.074,0.02,0.049
565,0.041,0.025,0.07,0.079,0.209,0.074,0.02,0.049
566,0.041,0.025,0.07,0.079,0.209,0.075,0.02,0.049
567,0.041,0.025,0.071,0.079,0.209,0.075,0.02,0.049
568,0.041,0.025,0.071,0.079,0.209,0.075,0.02,0.05
569,0.041,0.025,0.071,0.079,0.21,0.075,0.02,0.05
570,0.041,0.025,0.071,0.079,0.211,0.075,0.02,0.05
571,0.041,0.025,0.071,0.079,0.212,0.075,0.02,0.05
572,0.041,0.025,0.071,0.08,0.212,0.075,0.02,0.05
573,0.042,0.025,0.071,0.08,0.212,0.075,0.02,0.05
574,0.042,0.025,0.071,0.08,0.212,0.076,0.02,0.05
575,0.043,0.025,0.071,0.08,0.212,0.076,0.02,0.05
576,0.043,0.026,0.071,0.08,0.212,0.076,0.02,0.05
577,0.043,0.026,0.071,0.08,0.212,0.076,0.02,0.051
578,0.043,0.027,0.071,0.08,0.212,0.076,0.02,0.051
579,0.043,0.027,0.071,0.08,0.212,0.076,0.02,0.052
580,0.043,0.027,0.071,0.08,0.213,0.076,0.02,0.052
581,0.043,0.027,0.071,0.08,0.214,0.076,0.02,0.052
582,0.043,0.027,0.071,0.08,0.215,0.076,0.02,0.052
583,0.043,0.027,0.071,0.08,0.216,0.076,0.02,0.052
584,0.043,0.027,0.071,0.081,0.216,0.076,0.02,0.052
585,0.043,0.027,0.071,0.081,0.216,0.077,0.02,0.052
586,0.043,0.027,0.072,0.081,0.216,0.077,0.02,0.052
587,0.043,0.027,0.072,0.081,0.216,0.077,0.02,0.053
588,0.043,0.027,0.072,0.081,0.217,0.077,0.02,0.053
589,0.043,0.027,0.072,0.082,0.217,0.077,0.02,0.053
590,0.043,0.027,0.072,0.082,0.217,0.078,0.02,0.053
591,0.043,0.027,0.073,0.082,0.217,0.078,0.02,0.053
592,0.043,0.027,0.073,0.082,0.218,0.078,0.02,0.053
593,0.043,0.027,0.073,0.082,0.219,0.078,0.02,0.053
594,0.043,0.027,0.073,0.083,0.219,0.078,0.02,0.053
595,0.044,0.027,0.073,0.083,0.219,0.078,0.02,0.053
596,0.044,0.027,0.073,0.083,0.219,0.079,0.02,0.053
597,0.044,0.027,0.074,0.083,0.219,0.079,0.02,0.053
598,0.044,0.027,0.074,0.083,0.22,0.079,0.02,0.053
599,0.044,0.027,0.074,0.083,0.221,0.079,0.02,0.053
600,0.044,0.027,0.074,0.084,0.221,0.079,0.02,0.053
601,0.044,0.027,0.074,0.084,0.221,0.08,0.02,0.053
602,0.044,0.027,0.075,0.084,0.221,0.08,0.02,0.053
603,0.044,0.027,0.075,0.084,0.221,0.08,0.02,0.054
604,0.044,0.028,0.075,0.084,0.221,0.08,0.02,0.054
605,0.044,0.028,0.075,0.084,0.221,0.08,0.02,0.055
606,0.044,0.028,0.075,0.084,0.222,0.08,0.02,0.055
607,0.044,0.028,0.075,0.084,0.223,0.08,0.02,0.055
608,0.044,0.028,0.075,0.084,0.224,0.08,0.02,0.055
609,0.044,0.028,0.075,0.084,0.225,0.08,0.02,0.055
610,0.044,0.028,0.075,0.084,0.226,0.08,0.02,0.055
611,0.044,0.028,0.075,0.085,0.226,0.08,0.02,0.055
612,0.044,0.028,0.075,0.085,0.226,0.081,0.02,0.055
613,0.045,0.028,0.075,0.085,0.226,0.081,0.02,0.055
614,0.045,0.029,0.075,0.085,0.226,0.081,0.02,0.055
615,0.045,0.029,0.075,0.085,0.226,0.081,0.02,0.056
616,0.045,0.029,0.075,0.085,0.227,0.081,0.02,0.056
617,0.045,0.029,0.075,0.085,0.228,0.081,0.02,0.056
618,0.045,0.029,0.075,0.085,0.229,0.081,0.02,0.056
619,0.045,0.029,0.075,0.085,0.23,0.081,0.02,0.056
620,0.045,0.029,0.075,0.086,0.23,0.081,0.02,0.056
621,0.045,0.029,0.075,0.086,0.23,0.082,0.02,0.056
622,0.045,0.029,0.076,0.086,0.23,0.082,0.02,0.056
623,0.045,0.029,0.076,0.086,0.231,0.082,0.02,0.056
624,0.045,0.029,0.076,0.086,0.232,0.082,0.02,0.056
625,0.045,0.029,0.076,0.086,0.233,0.082,0.02,0.056
626,0.045,0.029,0.076,0.086,0.234,0.082,0.02,0.056
627,0.045,0.029,0.076,0.087,0.234,0.082,0.02,0.056
628,0.045,0.029,0.076,0.087,0.234,0.083,0.02,0.056
629,0.045,0.029,0.077,0.087,0.234,0.083,0.02,0.056
630,0.045,0.029,0.077,0.087,0.235,0.083,0.02,0.056
631,0.045,0.029,0.077,0.088,0.235,0.083,0.02,0.056
632,0.045,0.029,0.077,0.088,0.235,0.084,0.02,0.056
633,0.046,0.029,0.077,0.088,0.235,0.084,0.02,0.056
634,0.046,0.03,0.077,0.088,0.235,0.084,0.02,0.056
635,0.046,0.03,0.077,0.088,0.235,0.084,0.02,0.057
636,0.046,0.03,0.077,0.088,0.236,0.084,0.02,0.057
637,0.046,0.03,0.077,0.089,0.236,0.084,0.02,0.057
638,0.046,0.03,0.077,0.089,0.236,0.085,0.02,0.057
639,0.046,0.03,0.078,0.089,0.236,0.085,0.02,0.057
640,0.046,0.03,0.078,0.089,0.237,0.085,0.02,0.057
641,0.046,0.03,0.078,0.089,0.238,0.085,0.02,0.057
642,0.046,0.03,0.078,0.09,0.238,0.085,0.02,0.057
643,0.046,0.03,0.078,0.09,0.238,0.086,0.02,0.057
644,0.046,0.03,0.079,0.09,0.238,0.086,0.02,0.057
645,0.046,0.03,0.079,0.09,0.238,0.086,0.02,0.058
646,0.046,0.03,0.079,0.09,0.239,0.086,0.02,0.058
647,0.046,0.03,0.079,0.09,0.24,0.086,0.02,0.058
648,0.046,0.03,0.079,0.09,0.241,0.086,0.02,0.058
649,0.046,0.03,0.079,0.09,0.242,0.086,0.02,0.058
650,0.046,0.03,0.079,0.09,0.243,0.086,0.02,0.058
651,0.046,0.03,0.079,0.09,0.244,0.086,0.02,0.058
652,0.046,0.03,0.079,0.09,0.245,0.086,0.02,0.058
653,0.046,0.03,0.079,0.091,0.245,0.086,0.02,0.058
654,0.046,0.03,0.079,0.091,0.245,0.087,0.02,0.058
655,0.046,0.03,0.08,0.091,0.245,0.087,0.02,0.058
656,0.046,0.03,0.08,0.091,0.246,0.087,0.02,0.058
657,0.046,0.03,0.08,0.092,0.246,0.087,0.02,0.058
658,0.046,0.03,0.08,0.092,0.246,0.087,0.021,0.058
659,0.047,0.03,0.08,0.092,0.246,0.087,0.021,0.058
660,0.047,0.03,0.08,0.092,0.246,0.088,0.021,0.058
661,0.047,0.03,0.081,0.092,0.246,0.088,0.021,0.058
662,0.047,0.03,0.081,0.092,0.247,0.088,0.021,0.058
663,0.047,0.03,0.081,0.093,0.247,0.088,0.021,0.058
664,0.047,0.03,0.081,0.093,0.247,0.089,0.021,0.058
665,0.047,0.03,0.082,0.093,0.247,0.089,0.021,0.058
